"143","Japan","Bunkyo University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/bunkyo-university_592560cf2aeae70239af51ff_medium.jpg","null","null","/node/294887","","Private","Low","8,730","275","149","null",
"144","Japan","Kwansei Gakuin University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/kwansei-gakuin-university-_592560cf2aeae70239af4e7b_medium.jpg","null","null","/node/297333","","Private","Medium","24,301","1,074","826","null",
"145","Japan","The University of Tokushima","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-university-of-tokushima-_592560cf2aeae70239af4e88_medium.jpg","null","null","/node/296774","","Public","Medium","7,530","978","154","null",
"146","Japan","Saga University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/saga-university_592560cf2aeae70239af522e_medium.jpg","null","null","/node/294933","","Public","Low","6,924","517","161","null",
"147","Japan","Aichi Gakuin University","null","","null","null","/node/296975","","null","null","null","null","null","null",
"148","Japan","Chuo University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/chuo-university-_592560cf2aeae70239af4e76_medium.jpg","null","null","/node/297351","","Private","Medium","26,801","1,407","702","null",
"149","Japan","Graduate School of International Corporate Strategy (ICS)","null","","null","null","/node/296182","","null","null","null","null","null","null",
"150","Japan","Japan Women's University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/japan-womens-university_592560cf2aeae70239af520a_medium.jpg","null","null","/node/294897","","Private","Low","6,531","508","38","null",
"151","Japan","Tokyo Zokei University","null","","null","null","/node/294067","","null","null","null","null","null","null",
"152","Japan","Kyoto University of Education","null","","null","null","/node/294919","","Public","Low","1,604","92","35","null",
"153","Japan","Kagawa University","null","","null","null","/node/295869","","null","null","null","null","null","null",
"154","Japan","Aichi University","null","","null","null","/node/294884","","Private","Low","10,063","192","233","null",
"155","Japan","Josai University","null","","null","null","/node/297056","","null","null","null","null","null","null",
"156","Japan","Musashi Institute of Technology","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/musashi-institute-of-technology_592560cf2aeae70239af5226_medium.jpg","null","null","/node/294924","","Private","Low","7,753","192","50","null",
"157","Japan","Nagasaki Junshin Catholic University","null","","null","null","/node/294150","","null","null","null","null","null","null",
"158","Japan","Tsuda College","null","","null","null","/node/294943","","Private","Low","2,772","188","3","null",
"159","Albania","Beder University","null","","null","null","/node/296911","","Private","null","494","64","241","null",
"160","Hong Kong","The Chinese University of Hong Kong (CUHK)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-chinese-university-of-hong-kong-cuhk_123_medium_1.jpg","null","null","/node/294277","http://www.cuhk.edu.hk","Public","Very High","18,037","2,208","4,824","1",
"169","Hong Kong","The Education University of Hong Kong","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-education-university-of-hong-kong_592560cf2aeae70239af5734_medium.jpg","null","null","/node/293855","http://www.eduhk.hk","null","null","null","null","null","1",
"178","Hong Kong","The Hong Kong Polytechnic University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-hong-kong-polytechnic-university_267_medium_1.jpg","null","null","/node/294257","https://www.polyu.edu.hk/web/en/home/index.html","Public","Very High","20,972","2,447","5,251","1",
"187","Hong Kong","The Chinese University of Hong Kong - Faculty of Law","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-chinese-university-of-hong-kong-faculty-of-law_28941_medium.jpg","null","null","/node/307714","http://www.law.cuhk.edu.hk/en/","null","null","null","null","null","1",
"196","Hong Kong","The Hong Kong University of Science and Technology","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-hong-kong-university-of-science-and-technology_269_medium_1.jpg","null","null","/node/294255","http://www.ust.hk","Public","Very High","10,375","1,150","2,921","1",
"205","Hong Kong","Lingnan University, Hong Kong","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/lingnan-university-hong-kong_894_medium_0.jpg","null","null","/node/296993","http://www.ln.edu.hk/","Public","High","2,883","232","440","1",
"214","Hong Kong","The University of Hong Kong","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-university-of-hong-kong_268_medium.jpg","null","null","/node/294256","http://www.hku.hk","Public","Very High","20,214","3,012","8,230","1",
"223","Hong Kong","Faculty of Business, The Hong Kong Polytechnic University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/the-hong-kong-polytechnic-university-faculty-of-business_20644_medium_1.jpg","null","null","/node/296033","http://www.fb.polyu.edu.hk/default.aspx","null","null","null","null","null","1",
"232","Hong Kong","School of Hotel and Tourism Management, The Hong Kong Polytechnic University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/school-of-hotel-and-tourism-management-the-hong-kong-polytechnic-university_28934_medium_0.jpg","null","null","/node/307031","https://www.polyu.edu.hk/htm","null","null","null","null","null","1",
"241","Hong Kong","City University of Hong Kong","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/city-university-of-hong-kong_130_medium.jpg","null","null","/node/294527","","Public","Very High","9,240","1,349","3,273","null",
"242","Hong Kong","Hong Kong Baptist University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/hong-kong-baptist-university_893_medium.jpg","null","null","/node/296813","","Public","High","9,206","827","2,518","null",
"243","Hong Kong","HK PolyU School of Design","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/hk-polyu-school-of-design_5238_medium_1.jpg","null","null","/node/295385","","null","null","null","null","null","null",
"244","Hong Kong","Hong Kong Design Institute","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/hong-kong-design-institute_592560de9988f300e232081f_medium_0.jpg","null","null","/node/294056","","null","null","null","null","null","null",
"245","Hong Kong","Hong Kong Shue Yan University","null","","null","null","/node/296812","","Private","Low","4,679","243","null","null",
"246","Hong Kong","Hong Kong Academy of Performing Arts","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/hong-kong-academy-of-performing-arts_592560de9988f300e232080b_medium.jpg","null","null","/node/294042","","null","null","null","null","null","null",
