Country Name,Course Lavel,University Name,Course,Ranking
Georgia,Undergraduate,Accounting and Finance,Grigol Robakidze University,
Georgia,Undergraduate,Business & Management Studies,Grigol Robakidze University,
Georgia,Undergraduate,Dentistry,Grigol Robakidze University,
Georgia,Undergraduate,English Language and Literature,Grigol Robakidze University,
Georgia,Undergraduate,Law and Legal Studies,Grigol Robakidze University,
Georgia,Undergraduate,Marketing,Grigol Robakidze University,
Georgia,Undergraduate,Politics,Grigol Robakidze University,
Georgia,Undergraduate,Psychology,Grigol Robakidze University,
Georgia,Undergraduate,Sociology,Grigol Robakidze University,
Georgia,Postgraduate,Accounting and Finance,Grigol Robakidze University,
Georgia,Postgraduate,Business & Management Studies,Grigol Robakidze University,
Georgia,Postgraduate,Dentistry,Grigol Robakidze University,
Georgia,Postgraduate,English Language and Literature,Grigol Robakidze University,
Georgia,Postgraduate,Law and Legal Studies,Grigol Robakidze University,
Georgia,Postgraduate,Marketing,Grigol Robakidze University,
Georgia,Postgraduate,Politics,Grigol Robakidze University,
Georgia,Postgraduate,Psychology,Grigol Robakidze University,
Georgia,Postgraduate,Sociology,Grigol Robakidze University,

