Country Name,Course Lavel,University Name,Course,Ranking
China,Undergraduate,Accounting and Finance,Duke Kunshan University,
China,Undergraduate,Accounting and Finance,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Accounting and Finance,Jiangsu University,
China,Undergraduate,Accounting and Finance,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Fudan University,#40 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,University of Science and Tech ...,#97 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Nanjing University,#=114 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Accounting and Finance,Shenzhen University,
China,Undergraduate,Accounting and Finance,University of Shanghai for Sci ...,
China,Undergraduate,Accounting and Finance,Newhuadu Business School Switz ...,
China,Undergraduate,Accounting and Finance,Shanghai International Studies ...,
China,Undergraduate,Accounting and Finance,Wuhan University of Technology,
China,Undergraduate,Accounting and Finance,China University of Political ...,
China,Undergraduate,Accounting and Finance,Qingdao Technological Universi ...,
China,Undergraduate,Agriculture & Forestry,Jiangsu University,
China,Undergraduate,Agriculture & Forestry,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Agriculture & Forestry,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Agriculture & Forestry,University of Shanghai for Sci ...,
China,Undergraduate,Anatomy & Physiology,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Anatomy & Physiology,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Anatomy & Physiology,Shenzhen University,
China,Undergraduate,Anthropology,Duke Kunshan University,
China,Undergraduate,Anthropology,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Anthropology,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Archaeology,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Archaeology,Fudan University,#40 QS World University Rankings 2018
China,Undergraduate,Archaeology,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Archaeology,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Archaeology,Nanjing University,#=114 QS World University Rankings 2018
China,Undergraduate,Architecture,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Architecture,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Architecture,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Architecture,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Architecture,Nanjing University,#=114 QS World University Rankings 2018
China,Undergraduate,Architecture,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Architecture,Wuhan University of Technology,
China,Undergraduate,Architecture,Shenzhen University,
China,Undergraduate,Architecture,Qingdao Technological Universi ...,
China,Undergraduate,Area Studies,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Area Studies,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Area Studies,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Area Studies,University of Shanghai for Sci ...,
China,Undergraduate,Area Studies,Shanghai International Studies ...,
China,Undergraduate,Art & Design,The Central Academy of Drama, China,
China,Undergraduate,Art & Design,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Art & Design,Jiangsu University,
China,Undergraduate,Art & Design,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Art & Design,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Art & Design,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Art & Design,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Art & Design,University of Shanghai for Sci ...,
China,Undergraduate,Art & Design,Qingdao Technological Universi ...,
China,Undergraduate,Art & Design,Shenzhen University,
China,Undergraduate,Art & Design,Wuhan University of Technology,
China,Undergraduate,Biological Sciences,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Biological Sciences,Jiangsu University,
China,Undergraduate,Biological Sciences,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Fudan University,#40 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,University of Science and Tech ...,#97 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Nanjing University,#=114 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Biological Sciences,Shenzhen University,
China,Undergraduate,Biological Sciences,University of Shanghai for Sci ...,
China,Undergraduate,Biological Sciences,Wuhan University of Technology,
China,Undergraduate,Built Environment,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Built Environment,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Built Environment,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Built Environment,Huazhong University of Science ...,#471-480 QS World University Rankings 2018
China,Undergraduate,Built Environment,Wuhan University of Technology,
China,Undergraduate,Built Environment,University of Shanghai for Sci ...,
China,Undergraduate,Business & Management Studies,Duke Kunshan University,
China,Undergraduate,Business & Management Studies,Xi'an Jiaotong Liverpool University,
China,Undergraduate,Business & Management Studies,Jiangsu University,
China,Undergraduate,Business & Management Studies,Tsinghua University,#25 QS World University Rankings 2018
China,Undergraduate,Business & Management Studies,Fudan University,#40 QS World University Rankings 2018
China,Undergraduate,Business & Management Studies,Shanghai Jiao Tong University,#62 QS World University Rankings 2018
China,Undergraduate,Business & Management Studies,Zhejiang University,#87 QS World University Rankings 2018
China,Undergraduate,Business & Management Studies,University of Science and Tech ...,#97 QS World University Rankings 2018
China,Undergraduate,Business & Management Studies,Nanjing University,#=114 QS World University Rankings 2018
