Country Name,Course Lavel,University Name,Course,Ranking
Ecuador,Undergraduate,Accounting and Finance,Escuela Superior Politécnica d ...,
Ecuador,Undergraduate,Accounting and Finance,Universidad de las Fuerzas Arm ...,
Ecuador,Undergraduate,Agriculture & Forestry,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,,
Ecuador,Undergraduate,Agriculture & Forestry,Universidad Católica de Santia ...,
Ecuador,Undergraduate,Agriculture & Forestry,Universidad de las Fuerzas Arm ...,
Ecuador,Undergraduate,Agriculture & Forestry,Escuela Superior Politécnica d ...,
Ecuador,Undergraduate,Anatomy & Physiology,Universidad de las Fuerzas Arm ...,
Ecuador,Undergraduate,Anthropology,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,,
Ecuador,Undergraduate,Anthropology,Escuela Superior Politécnica d ...,
Ecuador,Undergraduate,Archaeology,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,,
Ecuador,Undergraduate,Archaeology,Escuela Superior Politécnica d ...,
Ecuador,Undergraduate,Architecture,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,Universidad de Las Américas Ec ...,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,,
Ecuador,Undergraduate,Architecture,Universidad Católica de Santia ...,
Ecuador,Undergraduate,Art & Design,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,,
Ecuador,Undergraduate,Art & Design,Universidad Católica de Santia ...,
Ecuador,Undergraduate,Biological Sciences,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,,
Ecuador,Undergraduate,Biological Sciences,Escuela Superior Politécnica d ...,
Ecuador,Undergraduate,Biological Sciences,Universidad de las Fuerzas Arm ...,
Ecuador,Undergraduate,Built Environment,Universidad de las Fuerzas Arm ...,
Ecuador,Undergraduate,Business & Management Studies,Universidad de Las Américas Ec ...,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,,
Ecuador,Undergraduate,Business & Management Studies,Universidad San Francisco de Q ...,#701-750 QS World University Rankings 2018
Ecuador,Undergraduate,Business & Management Studies,,
