Country Name,Course Lavel,University Name,Course,Ranking
Finland,Undergraduate,Accounting and Finance,Aalto University School of Business,#=137 QS World University Rankings 2018
Finland,Undergraduate,Accounting and Finance,University of Jyväskylä,#=357 QS World University Rankings 2018
Finland,Undergraduate,Accounting and Finance,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Accounting and Finance,University of Eastern Finland,#451-460 QS World University Rankings 2018
Finland,Undergraduate,Accounting and Finance,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Agriculture & Forestry,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,,
Finland,Undergraduate,Agriculture & Forestry,University of Eastern Finland,#451-460 QS World University Rankings 2018
Finland,Undergraduate,Anatomy & Physiology,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,,
Finland,Undergraduate,Anatomy & Physiology,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Anatomy & Physiology,University of Eastern Finland,#451-460 QS World University Rankings 2018
Finland,Undergraduate,Anatomy & Physiology,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Anthropology,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,,
Finland,Undergraduate,Anthropology,University of Turku,#276 QS World University Rankings 2018
Finland,Undergraduate,Anthropology,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Archaeology,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,,
Finland,Undergraduate,Archaeology,University of Turku,#276 QS World University Rankings 2018
Finland,Undergraduate,Archaeology,University of Jyväskylä,#=357 QS World University Rankings 2018
Finland,Undergraduate,Archaeology,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Archaeology,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Architecture,Aalto University School of Business,#=137 QS World University Rankings 2018
Finland,Undergraduate,Architecture,Tampere University of Technology,#380 QS World University Rankings 2018
Finland,Undergraduate,Architecture,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Area Studies,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,,
Finland,Undergraduate,Area Studies,University of Turku,#276 QS World University Rankings 2018
Finland,Undergraduate,Area Studies,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Art & Design,Aalto University School of Business,#=137 QS World University Rankings 2018
Finland,Undergraduate,Art & Design,University of Jyväskylä,#=357 QS World University Rankings 2018
Finland,Undergraduate,Astronomy,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,,
Finland,Undergraduate,Astronomy,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,,
Finland,Undergraduate,Biological Sciences,University of Turku,#276 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,University of Jyväskylä,#=357 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,University of Eastern Finland,#451-460 QS World University Rankings 2018
Finland,Undergraduate,Biological Sciences,University of Tampere,#551-600 QS World University Rankings 2018
Finland,Undergraduate,Built Environment,Aalto University School of Business,#=137 QS World University Rankings 2018
Finland,Undergraduate,Built Environment,Tampere University of Technology,#380 QS World University Rankings 2018
Finland,Undergraduate,Built Environment,University of Oulu,#411-420 QS World University Rankings 2018
Finland,Undergraduate,Business & Management Studies,University of Helsinki,#=102 QS World University Rankings 2018
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
Finland,Undergraduate,Business & Management Studies,,
