"2367","United States","Maryland Institute College of Art","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/maryland-institute-college-of-art_592560de9988f300e232073b_medium.jpg","null","null","/node/293913","http://www.mica.edu","null","null","null","null""null""1"
"2313","United States","Arizona State University Online","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/asu-online_592560e89988f300e232225e_medium_24.jpg","null","null","/node/379132","https://tinyurl.com/y8talmm7","null","null","null","null""null""1"
"2340","United States","ASU - Thunderbird School of Global Management","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/thunderbird-school-of-global-management_592560cf2aeae70239af55e1_medium.jpg","null","null","/node/293638","https://thunderbird.asu.edu?sv=QS%20TopMBA.com&sd=QS-onlineprofile","null","null","null","null""null""1"
"2358","United States","George Washington University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/george-washington-university_223_medium_1.jpg","null","null","/node/294358","http://www.gwu.edu","Private","Very High","22,884","1,708""3,814""1"
"2304","United States","University at Buffalo SUNY","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/university-at-buffalo-suny_1888_medium_1.jpg","null","null","/node/294802","http://www.buffalo.edu","Public","Very High","27,631","1,440""5,604""1"
"3102","Singapore","Singapore Management University","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/singapore-management-university_1177_medium_0.jpg","null","null","/node/297648","http://www.smu.edu.sg","Public","High","8,637","603""1,796""1"
"3139","Mexico","Universidad de las Américas Puebla (UDLAP)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-de-las-amricas-puebla-udlap_2637_medium_0.jpg","null","null","/node/293445","http://www.udlap.mx/inicio.aspx?idioma=2","Private","Medium","6,560","506""346""1"
"3184","Mexico","Universidad Tecmilenio","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-tecmilenio_592560de9988f300e2320863_medium_0.jpg","null","null","/node/294112","http://tecmilenio.mx/en","Private","Low","15,596","2,020""5""1"
"3148","Mexico","Universidad del Valle de México (UVM)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-del-valle-de-mxico-uvm_2670_medium.jpg","null","null","/node/293478","http://www.uvmnet.edu","Private","Low","75,892","3,709""261""1"
"3256","Mexico","Universidad Autónoma de Campeche (UACAM)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-autnoma-de-campeche-uac_592560cf2aeae70239af5498_medium.jpg","null","null","/node/293391","http://www.uacam.mx","Public","Medium","5,984","413""10""1"
"3166","Mexico","Universidad Autónoma de Coahuila (UAdeC)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-autnoma-de-coahuila-uadec_592560cf2aeae70239af549f_medium_0.jpg","null","null","/node/293397","http://www.uadec.mx","Public","Low","23,638","1,245""null""1"
"3229","Mexico","Universidad Tecnológica de México (UNITEC)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-tecnolgica-de-mxico-unitec_2707_medium.jpg","null","null","/node/293515","http://www.unitec.mx","Private","Low","49,263","1,704""141""1"
"3202","Mexico","Universidad de Guadalajara (UDG)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_medium.jpg","null","null","/node/296848","http://www.udg.mx/en","Public","Medium","120,298","5,773""420""1"
"3175","Mexico","Benemérita Universidad Autónoma de Puebla","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_medium_0.jpg","null","null","/node/293359","http://www.buap.mx","Public","Medium","66,992","3,541""261""1"
"3193","Mexico","Instituto Tecnológico y de Estudios Superiores de Monterrey","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_medium.jpg","null","null","/node/297267","http://www.tec.mx","Private","Medium","13,376","1,822""1,412""1"
