Exam Name     ,Application Form Date,Examination Date,Result Announce Date,Exam Medium,,,
UPSEE 2018Uttar Pradesh State Entrance Exam,College of Management Studies,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","College of Management Studies Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,1.05 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Dr. Virendra Swarup Institute of Professional Studies,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Dr. Virendra Swarup Institute of Professional Studies Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,65 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Bhabha College of Engineering,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Bhabha College of Engineering Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,77.9 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Krishna Institute of Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Krishna Institute of Technology Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,99.8 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Dr. Virendra Swarup Group of Institutions,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Dr. Virendra Swarup Group of Institutions Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,73.7 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Nandini Nagar Technical Campus,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Gonda, Uttar Pradesh","Nandini Nagar Technical Campus Gonda, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,
UPSEE 2018Uttar Pradesh State Entrance Exam,BBS Institute of Pharmaceutical and Allied Sciences,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","BBS Institute of Pharmaceutical and Allied Sciences Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,Hygia Institute of Pharmaceuticals Education and Research,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Lucknow, Uttar Pradesh","Hygia Institute of Pharmaceuticals Education and Research Lucknow, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,
UPSEE 2018Uttar Pradesh State Entrance Exam,Khandelwal College of Management Science and Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Bareilly, Uttar Pradesh","Khandelwal College of Management Science and Technology Bareilly, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,76.7 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Sam Higginbottom University of Agriculture Technology and Sciences,,"Allahabad, Uttar Pradesh","Sam Higginbottom University of Agriculture Technology and Sciences Allahabad, Uttar Pradesh",,B.Pharm,1.22 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Jaipuria Institute of Management,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Ghaziabad, Uttar Pradesh","Jaipuria Institute of Management Ghaziabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,1.85 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Institute of Management and Research,Chaudhary Charan Singh University - [CCS],"Ghaziabad, Uttar Pradesh","Institute of Management and Research Ghaziabad, Uttar Pradesh Chaudhary Charan Singh University - [CCS]",,MCA,69.8 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Disha Institute of Science and Technology,Mahatma Jyotiba Phule Rohilkhand University - [MJPRU],"Bijnor, Uttar Pradesh","Disha Institute of Science and Technology Bijnor, Uttar Pradesh Mahatma Jyotiba Phule Rohilkhand University - [MJPRU]",,MCA,67 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Maharana Pratap College of Engineering,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Maharana Pratap College of Engineering Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,96.6 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Global Educational Institutes,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","Global Educational Institutes Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,MBA/PGDM,68.6 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Doon Group of Colleges,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Saharanpur, Uttar Pradesh","Doon Group of Colleges Saharanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,Srajan Institute of Management and Technology,Mahatma Jyotiba Phule Rohilkhand University - [MJPRU],"Bareilly, Uttar Pradesh","Srajan Institute of Management and Technology Bareilly, Uttar Pradesh Mahatma Jyotiba Phule Rohilkhand University - [MJPRU]",,MBA/PGDM,73.7 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,"Shobhit University, Adarsh Vijendra Institute of Pharmaceutical Sciences",Shobhit University,"Saharanpur, Uttar Pradesh","Shobhit University, Adarsh Vijendra Institute of Pharmaceutical Sciences Saharanpur, Uttar Pradesh Shobhit University",,B.Pharm,63.4 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Brahmanand Group of Institution,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Bulandshahr, Uttar Pradesh","Brahmanand Group of Institution Bulandshahr, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,71 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Al,Aligarh Muslim University - [AMU],"Aligarh, Uttar Pradesh","Al Aligarh, Uttar Pradesh Aligarh Muslim University - [AMU]",,MBA/PGDM,88.1 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Vivekananda College of Technology and Management,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Aligarh, Uttar Pradesh","Vivekananda College of Technology and Management Aligarh, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,99.8 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,HIMT College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","HIMT College of Pharmacy Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,90.8 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,IIMT College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","IIMT College of Pharmacy Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,82.6 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Ram,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","Ram Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,97.2 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Chandra Shekhar Singh College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Allahabad, Uttar Pradesh","Chandra Shekhar Singh College of Pharmacy Allahabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,SR College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Jhansi, Uttar Pradesh","SR College of Pharmacy Jhansi, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,Dr. K.N. Modi Institute of Pharmaceutical Education and Research,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Modinagar, Uttar Pradesh","Dr. K.N. Modi Institute of Pharmaceutical Education and Research Modinagar, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,1.15 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,SD College of Pharmacy and Vocational studies,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Muzaffarnagar, Uttar Pradesh","SD College of Pharmacy and Vocational studies Muzaffarnagar, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,Sanskar Educational Group,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Ghaziabad, Uttar Pradesh","Sanskar Educational Group Ghaziabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,
UPSEE 2018Uttar Pradesh State Entrance Exam,Kailash Institute of Pharmacy & Management,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Gorakhpur, Uttar Pradesh","Kailash Institute of Pharmacy & Management Gorakhpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,72.5 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,NKBR College of Pharmacy & Research Centre,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Meerut, Uttar Pradesh","NKBR College of Pharmacy & Research Centre Meerut, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,71.9 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Radha Govind Institute of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Chandausi, Uttar Pradesh","Radha Govind Institute of Pharmacy Chandausi, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,64.7 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Pharmacy College,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Azamgarh, Uttar Pradesh","Pharmacy College Azamgarh, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,1.1 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Kunwar Haribansh Singh College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Jaunpur, Uttar Pradesh","Kunwar Haribansh Singh College of Pharmacy Jaunpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,75.5 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Dr. B.R. Ambedkar Pooja College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Gorakhpur, Uttar Pradesh","Dr. B.R. Ambedkar Pooja College of Pharmacy Gorakhpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,70.3 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Anand College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Agra, Uttar Pradesh","Anand College of Pharmacy Agra, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,91.3 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Aligarh College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Aligarh, Uttar Pradesh","Aligarh College of Pharmacy Aligarh, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,92.1 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Anjali College of Pharmacy and Science,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Agra, Uttar Pradesh","Anjali College of Pharmacy and Science Agra, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,70 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,HR Institute of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Ghaziabad, Uttar Pradesh","HR Institute of Pharmacy Ghaziabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,90.6 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Faculty of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Kanpur, Uttar Pradesh","Faculty of Pharmacy Kanpur, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,67.3 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Dayanand Dinanath Group of Institutions,,"Kanpur, Uttar Pradesh","Dayanand Dinanath Group of Institutions Kanpur, Uttar Pradesh",,BE/B.Tech,
UPSEE 2018Uttar Pradesh State Entrance Exam,Bhagwant Institute of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Muzaffarnagar, Uttar Pradesh","Bhagwant Institute of Pharmacy Muzaffarnagar, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,64 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,ITS Pharmacy College,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Ghaziabad, Uttar Pradesh","ITS Pharmacy College Ghaziabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,1.17 l / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,IIMT College of Medical Science,Chaudhary Charan Singh University - [CCS],"Meerut, Uttar Pradesh","IIMT College of Medical Science Meerut, Uttar Pradesh Chaudhary Charan Singh University - [CCS]",,B.Pharm,82.6 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Sarojini Naidu Vanita Pharmacy Maha Vidyalaya,Osmania University - [OU],"Secunderabad, Telangana","Sarojini Naidu Vanita Pharmacy Maha Vidyalaya Secunderabad, Telangana Osmania University - [OU]",,B.Pharm,93.3 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Agra Institute of Hotel Management,,"Agra, Uttar Pradesh","Agra Institute of Hotel Management Agra, Uttar Pradesh",,BHM,47.8 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,IIMT College of Hotel Management and Catering Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Meerut, Uttar Pradesh","IIMT College of Hotel Management and Catering Technology Meerut, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BHM,83.4 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Translam Institute of Pharmaceutical Education and Research,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Meerut, Uttar Pradesh","Translam Institute of Pharmaceutical Education and Research Meerut, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,78.5 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Rajarshi Rananjay Sinh College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Amethi, Uttar Pradesh","Rajarshi Rananjay Sinh College of Pharmacy Amethi, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,61.1 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Pharmacy College,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Saifai, Uttar Pradesh","Pharmacy College Saifai, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,18 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,Varanasi College of Pharmacy,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Varanasi, Uttar Pradesh","Varanasi College of Pharmacy Varanasi, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Pharm,67.3 k / Year
UPSEE 2018Uttar Pradesh State Entrance Exam,H.R. Institute of Hotel Management,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Ghaziabad, Uttar Pradesh","H.R. Institute of Hotel Management Ghaziabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BHM,82.1 k / Year
,,,,,,,
CUEE 2018Centurion University Entrance Examination,23 Feb 18 - 27 Mar 18,22-Apr-18,13-May-18,Online Test,,,
CUEE 2018Centurion University Entrance Examination,Centurion University of Technology and Management,,"Bhubaneswar, Orissa","Centurion University of Technology and Management Bhubaneswar, Orissa",,BE/B.Tech,1.28 l / Year
,,,,,,,
MZUEEE 2018Mizoram University Engineering Entrance Examination 2018,25 Feb 18 - 11 Jun 18,24-Jun-18,09-Jul-18,Written Test,,,
,,,,,,,
GITAM GAT UGTP 2018GITAM GAT UGTP,26 Feb 18 - 28 Mar 18,22-Apr-18,07-May-18,Online Test,,,
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM Institute of Pharmacy,GITAM,"Visakhapatnam, Andhra Pradesh","GITAM Institute of Pharmacy Visakhapatnam, Andhra Pradesh GITAM",,B.Pharm,1.66 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM School of Architecture,GITAM,"Visakhapatnam, Andhra Pradesh","GITAM School of Architecture Visakhapatnam, Andhra Pradesh GITAM",,B.Arch,2.35 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM,,"Visakhapatnam, Andhra Pradesh","GITAM Visakhapatnam, Andhra Pradesh",,B.Pharm,1.66 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM Institute of Technology,GITAM,"Visakhapatnam, Andhra Pradesh","GITAM Institute of Technology Visakhapatnam, Andhra Pradesh GITAM",,B.Pharm,
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM,,"Bangalore Rural, Karnataka","GITAM Bangalore Rural, Karnataka",,BE/B.Tech,2.22 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,"Gitam University, School of Technology",GITAM,"Bangalore Rural, Karnataka","Gitam University, School of Technology Bangalore Rural, Karnataka GITAM",,BE/B.Tech,2.25 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,GITAM,,"Hyderabad, Telangana","GITAM Hyderabad, Telangana",,BE/B.Tech,2.06 l / Year
GITAM GAT UGTP 2018GITAM GAT UGTP,Gitam School of Technology,GITAM,"Hyderabad, Telangana","Gitam School of Technology Hyderabad, Telangana GITAM",,BE/B.Tech,2.31 l / Year
,,,,,,,
Andhra University Engineering Entrance Test 2018Andhra University Engineering Entrance Test,04 Mar 18 - 16 Apr 18,13-May-18,20-May-18,Online Test,,,
Andhra University Engineering Entrance Test 2018Andhra University Engineering Entrance Test,Andhra University,,"Visakhapatnam, Andhra Pradesh","Andhra University Visakhapatnam, Andhra Pradesh",,BE/B.Tech,30.2 k / Year
Andhra University Engineering Entrance Test 2018Andhra University Engineering Entrance Test,Andhra University College of Engineering for Women,Andhra University - [AU],"Visakhapatnam, Andhra Pradesh","Andhra University College of Engineering for Women Visakhapatnam, Andhra Pradesh Andhra University - [AU]",,BE/B.Tech,30.2 k / Year
,,,,,,,
JEE Main 2018Joint Entrance Exam (Main),07 Mar 18 - 01 Dec 17,08 Apr 18 - 08 Apr 18,,"Online Test , Written Test",,,
JEE Main 2018Joint Entrance Exam (Main),National Institute of Technology,,"Imphal, Manipur","National Institute of Technology Imphal, Manipur",,BE/B.Tech,1.38 l / Year
JEE Main 2018Joint Entrance Exam (Main),Hindustan College of Science and Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Mathura, Uttar Pradesh","Hindustan College of Science and Technology Mathura, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,1 l / Year
JEE Main 2018Joint Entrance Exam (Main),Leelavati Awhad Institute of Technology and Management Studies and Research,University of Mumbai,"Thane, Maharashtra","Leelavati Awhad Institute of Technology and Management Studies and Research Thane, Maharashtra University of Mumbai",,BE/B.Tech,64.8 k / Year
JEE Main 2018Joint Entrance Exam (Main),B. R. Harne College of Engineering and Technology,University of Mumbai,"Thane, Maharashtra","B. R. Harne College of Engineering and Technology Thane, Maharashtra University of Mumbai",,BE/B.Tech,94.4 k / Year
JEE Main 2018Joint Entrance Exam (Main),Alamuri Ratnamala Institute of Engineering and Technology,University of Mumbai,"Thane, Maharashtra","Alamuri Ratnamala Institute of Engineering and Technology Thane, Maharashtra University of Mumbai",,BE/B.Tech,96.9 k / Year
JEE Main 2018Joint Entrance Exam (Main),Institute of Technology and Management Universe,Gujarat Technological University - [GTU],"Vadodara, Gujarat","Institute of Technology and Management Universe Vadodara, Gujarat Gujarat Technological University - [GTU]",,B.Arch,64.2 k / Year
JEE Main 2018Joint Entrance Exam (Main),Eshan Group of Institution,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Mathura, Uttar Pradesh","Eshan Group of Institution Mathura, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,64 k / Year
JEE Main 2018Joint Entrance Exam (Main),Vadodara Institute of Engineering,Gujarat Technological University - [GTU],"Vadodara, Gujarat","Vadodara Institute of Engineering Vadodara, Gujarat Gujarat Technological University - [GTU]",,BE/B.Tech,
JEE Main 2018Joint Entrance Exam (Main),Manipur Institute of Technology,Manipur University - [MU],"Imphal, Manipur","Manipur Institute of Technology Imphal, Manipur Manipur University - [MU]",,BE/B.Tech,27.7 k / Year
JEE Main 2018Joint Entrance Exam (Main),Indian Institute of Information Technology,,"Dharwad, Karnataka","Indian Institute of Information Technology Dharwad, Karnataka",,BE/B.Tech,1.15 l / Year
JEE Main 2018Joint Entrance Exam (Main),Neotech Institute of Technology,Gujarat Technological University - [GTU],"Vadodara, Gujarat","Neotech Institute of Technology Vadodara, Gujarat Gujarat Technological University - [GTU]",,BE/B.Tech,49.5 k / Year
JEE Main 2018Joint Entrance Exam (Main),Sigma Institute of Engineering,Gujarat Technological University - [GTU],"Vadodara, Gujarat","Sigma Institute of Engineering Vadodara, Gujarat Gujarat Technological University - [GTU]",,BE/B.Tech,60 k / Year
JEE Main 2018Joint Entrance Exam (Main),Sanskriti University,,"Mathura, Uttar Pradesh","Sanskriti University Mathura, Uttar Pradesh",,BE/B.Tech,1.18 l / Year
JEE Main 2018Joint Entrance Exam (Main),ITM Vocational University,,"Vadodara, Gujarat","ITM Vocational University Vadodara, Gujarat",,BE/B.Tech,56 k / Year
JEE Main 2018Joint Entrance Exam (Main),Bharat College of Engineering,University of Mumbai,"Thane, Maharashtra","Bharat College of Engineering Thane, Maharashtra University of Mumbai",,BE/B.Tech,76.7 k / Year
JEE Main 2018Joint Entrance Exam (Main),Ishwarchand Vidya Sagar Institute Of Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Mathura, Uttar Pradesh","Ishwarchand Vidya Sagar Institute Of Technology Mathura, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,72.3 k / Year
JEE Main 2018Joint Entrance Exam (Main),Nikhil Institute of Engineering and Management,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Mathura, Uttar Pradesh","Nikhil Institute of Engineering and Management Mathura, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,83.2 k / Year
JEE Main 2018Joint Entrance Exam (Main),Shivajirao S. Jondhle College of Engineering and Technology,University of Mumbai,"Thane, Maharashtra","Shivajirao S. Jondhle College of Engineering and Technology Thane, Maharashtra University of Mumbai",,BE/B.Tech,73 k / Year
JEE Main 2018Joint Entrance Exam (Main),K. C. College of Engineering And Management Studies And Research,University of Mumbai,"Thane, Maharashtra","K. C. College of Engineering And Management Studies And Research Thane, Maharashtra University of Mumbai",,BE/B.Tech,1.3 l / Year
JEE Main 2018Joint Entrance Exam (Main),Indian Institute of Information Technology,,"Imphal, Manipur","Indian Institute of Information Technology Imphal, Manipur",,BE/B.Tech,
JEE Main 2018Joint Entrance Exam (Main),National Institute of Technology,,"Rourkela, Orissa","National Institute of Technology Rourkela, Orissa",,B.Arch,91.8 k / Year
JEE Main 2018Joint Entrance Exam (Main),Malaviya National Institute of Technology,,"Jaipur, Rajasthan","Malaviya National Institute of Technology Jaipur, Rajasthan",,B.Arch,78.3 k / Year
JEE Main 2018Joint Entrance Exam (Main),Ansal University,,"Gurgaon, Haryana","Ansal University Gurgaon, Haryana",,BE/B.Tech,2.14 l / Year
JEE Main 2018Joint Entrance Exam (Main),National Institute of Technology,,"Patna, Bihar","National Institute of Technology Patna, Bihar",,BE/B.Tech,1.34 l / Year
JEE Main 2018Joint Entrance Exam (Main),Babu Banarasi Das University,,"Lucknow, Uttar Pradesh","Babu Banarasi Das University Lucknow, Uttar Pradesh",,BE/B.Tech,1.2 l / Year
JEE Main 2018Joint Entrance Exam (Main),Teerthanker Mahaveer University,,"Moradabad, Uttar Pradesh","Teerthanker Mahaveer University Moradabad, Uttar Pradesh",,B.Arch,1.2 l / Year
JEE Main 2018Joint Entrance Exam (Main),"Teerthanker Mahaveer University, College of Architecture",Teerthanker Mahaveer University - [TMU],"Moradabad, Uttar Pradesh","Teerthanker Mahaveer University, College of Architecture Moradabad, Uttar Pradesh Teerthanker Mahaveer University - [TMU]",,B.Arch,1.22 l / Year
JEE Main 2018Joint Entrance Exam (Main),ICL Institute of Architecture and Town Planning,Kurukshetra University - [KUK],"Ambala, Haryana","ICL Institute of Architecture and Town Planning Ambala, Haryana Kurukshetra University - [KUK]",,BE/B.Tech,
JEE Main 2018Joint Entrance Exam (Main),Centurion University of Technology and Management,,"Bhubaneswar, Orissa","Centurion University of Technology and Management Bhubaneswar, Orissa",,B.Arch,1.01 l / Year
JEE Main 2018Joint Entrance Exam (Main),Budha College of Architecture,Kurukshetra University - [KUK],"Karnal, Haryana","Budha College of Architecture Karnal, Haryana Kurukshetra University - [KUK]",,B.Arch,
JEE Main 2018Joint Entrance Exam (Main),Ajay Binay Institute of Technology,Biju Patnaik University of Technology - [BPUT],"Cuttack, Orissa","Ajay Binay Institute of Technology Cuttack, Orissa Biju Patnaik University of Technology - [BPUT]",,BE/B.Tech,
JEE Main 2018Joint Entrance Exam (Main),Moradabad Institute of Technology,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Moradabad, Uttar Pradesh","Moradabad Institute of Technology Moradabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Arch,95.2 k / Year
JEE Main 2018Joint Entrance Exam (Main),Dr. K.N. Modi University,,"Tonk, Rajasthan","Dr. K.N. Modi University Tonk, Rajasthan",,BE/B.Tech,94.7 k / Year
JEE Main 2018Joint Entrance Exam (Main),IEC Group of Institutions,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","IEC Group of Institutions Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,BE/B.Tech,1.08 l / Year
JEE Main 2018Joint Entrance Exam (Main),"Apeejay Institute of Technology, School of Architecture & Planning",Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Greater Noida, Uttar Pradesh","Apeejay Institute of Technology, School of Architecture & Planning Greater Noida, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Arch,87.5 k / Year
JEE Main 2018Joint Entrance Exam (Main),MET Faculty of Architecture,Dr. A.P.J. Abdul Kalam Technical University - [AKTU],"Moradabad, Uttar Pradesh","MET Faculty of Architecture Moradabad, Uttar Pradesh Dr. A.P.J. Abdul Kalam Technical University - [AKTU]",,B.Arch,94.8 k / Year
