Country Name,Course Lavel,University Name,Course,Ranking
Afghanistan,Undergraduate,Accounting and Finance,Jönköping University,
Afghanistan,Undergraduate,Art & Design,Jönköping University,
Afghanistan,Undergraduate,Business & Management Studies,Jönköping University,
Afghanistan,Undergraduate,Communication and Media Studies,Jönköping University,
Afghanistan,Undergraduate,Computer Science and Information Systems,Jönköping University,
Afghanistan,Undergraduate,Dentistry,Jönköping University,
Afghanistan,Undergraduate,Development Studies,Jönköping University,
Afghanistan,Undergraduate,Economics and Econometrics,Jönköping University,
Afghanistan,Undergraduate,Education and Training,Jönköping University,
Afghanistan,Undergraduate,Engineering - Aeronautical,Jönköping University,
Afghanistan,Undergraduate,Engineering - Civil and Structural,Jönköping University,
Afghanistan,Undergraduate,Engineering - Electrical and Electronic,Jönköping University,
Afghanistan,Undergraduate,Engineering - General,Jönköping University,
Afghanistan,Undergraduate,Engineering - Manufacturing & Production,Jönköping University,
Afghanistan,Undergraduate,Engineering - Mechanical,Jönköping University,
Afghanistan,Undergraduate,Engineering - Mineral & Mining,Jönköping University,
Afghanistan,Undergraduate,Ethnicity, Gender and Diversity,Jönköping University
Afghanistan,Undergraduate,Human Resources Management,Jönköping University,
Afghanistan,Undergraduate,Law and Legal Studies,Jönköping University,
Afghanistan,Undergraduate,Library & Information Management,Jönköping University,
Afghanistan,Undergraduate,Logistics / Supply Chain Management,Jönköping University,
Afghanistan,Undergraduate,Marketing,Jönköping University,
Afghanistan,Undergraduate,Materials Sciences,Jönköping University,
Afghanistan,Undergraduate,Medicine,Jönköping University,
Afghanistan,Undergraduate,Medicine Related Studies,Jönköping University,
Afghanistan,Undergraduate,Nursing,Jönköping University,
Afghanistan,Undergraduate,Psychology,Jönköping University,
Afghanistan,Undergraduate,Public Policy,Jönköping University,
Afghanistan,Undergraduate,Sociology,Jönköping University,
Afghanistan,Undergraduate,Statistics and Operational Research,Jönköping University,
Afghanistan,Postgraduate,Accounting and Finance,Jönköping University,
Afghanistan,Postgraduate,Art & Design,Jönköping University,
Afghanistan,Postgraduate,Business & Management Studies,Jönköping University,
Afghanistan,Postgraduate,Communication and Media Studies,Jönköping University,
Afghanistan,Postgraduate,Computer Science and Information Systems,Jönköping University,
Afghanistan,Postgraduate,Dentistry,Jönköping University,
Afghanistan,Postgraduate,Development Studies,Jönköping University,
Afghanistan,Postgraduate,Economics and Econometrics,Jönköping University,
Afghanistan,Postgraduate,Education and Training,Jönköping University,
Afghanistan,Postgraduate,Engineering - Aeronautical,Jönköping University,
Afghanistan,Postgraduate,Engineering - Civil and Structural,Jönköping University,
Afghanistan,Postgraduate,Engineering - Electrical and Electronic,Jönköping University,
Afghanistan,Postgraduate,Engineering - General,Jönköping University,
Afghanistan,Postgraduate,Engineering - Manufacturing & Production,Jönköping University,
Afghanistan,Postgraduate,Engineering - Mechanical,Jönköping University,
Afghanistan,Postgraduate,Engineering - Mineral & Mining,Jönköping University,
Afghanistan,Postgraduate,Ethnicity, Gender and Diversity,Jönköping University
Afghanistan,Postgraduate,Human Resources Management,Jönköping University,
Afghanistan,Postgraduate,Law and Legal Studies,Jönköping University,
Afghanistan,Postgraduate,Library & Information Management,Jönköping University,
Afghanistan,Postgraduate,Logistics / Supply Chain Management,Jönköping University,
Afghanistan,Postgraduate,Marketing,Jönköping University,
Afghanistan,Postgraduate,Materials Sciences,Jönköping University,
Afghanistan,Postgraduate,Medicine,Jönköping University,
Afghanistan,Postgraduate,Medicine Related Studies,Jönköping University,
Afghanistan,Postgraduate,Nursing,Jönköping University,
Afghanistan,Postgraduate,Psychology,Jönköping University,
Afghanistan,Postgraduate,Public Policy,Jönköping University,
Afghanistan,Postgraduate,Sociology,Jönköping University,
Afghanistan,Postgraduate,Statistics and Operational Research,Jönköping University,
