Country Name,Course Lavel,University Name,Course,Ranking
Bosnia and Herzegovina,Undergraduate,Accounting and Finance,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Agriculture & Forestry,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Anatomy & Physiology,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Archaeology,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Architecture,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Art & Design,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Astronomy,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Biological Sciences,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Business & Management Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Chemistry,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Communication and Media Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Computer Science and Information Systems,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Dentistry,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Earth and Marine Sciences,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Economics and Econometrics,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Education and Training,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - Chemical,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - Civil and Structural,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - Electrical and Electronic,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - General,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - Manufacturing & Production,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering - Mechanical,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Engineering Management,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,English Language and Literature,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Environmental Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Ethnicity, Gender and Diversity,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Finance,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Geography,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Human Resources Management,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,International Relations/Studies/Affairs,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Journalism,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Law and Legal Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Library & Information Management,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Linguistics,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Marketing,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Materials Sciences,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Mathematics,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Medicine,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Medicine Related Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Modern Languages,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Nursing,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Performing Arts,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Pharmacology,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Philosophy,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Physics & Astronomy,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Politics,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Psychology,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Public Policy,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Sociology,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Sports-related Courses,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Statistics and Operational Research,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Theology, Divinity & Religious Studies,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Urban Planning,University of Sarajevo,
Bosnia and Herzegovina,Undergraduate,Veterinary Science,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Accounting and Finance,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Agriculture & Forestry,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Anatomy & Physiology,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Archaeology,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Architecture,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Art & Design,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Astronomy,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Biological Sciences,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Business & Management Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Chemistry,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Communication and Media Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Computer Science and Information Systems,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Dentistry,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Earth and Marine Sciences,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Economics and Econometrics,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Education and Training,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - Chemical,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - Civil and Structural,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - Electrical and Electronic,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - General,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - Manufacturing & Production,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering - Mechanical,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Engineering Management,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,English Language and Literature,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Environmental Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Ethnicity, Gender and Diversity,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Finance,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Geography,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Human Resources Management,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,International Relations/Studies/Affairs,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Journalism,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Law and Legal Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Library & Information Management,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Linguistics,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Marketing,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Materials Sciences,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Mathematics,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Medicine,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Medicine Related Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Modern Languages,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Nursing,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Performing Arts,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Pharmacology,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Philosophy,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Physics & Astronomy,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Politics,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Psychology,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Public Policy,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Sociology,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Sports-related Courses,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Statistics and Operational Research,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Theology, Divinity & Religious Studies,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Urban Planning,University of Sarajevo,
Bosnia and Herzegovina,Postgraduate,Veterinary Science,University of Sarajevo,

