Country Name,Course Lavel,University Name,Course,Ranking,
Brazil,Undergraduate,Archaeology,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Archaeology,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Archaeology,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Archaeology,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Architecture,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Architecture,,,
Brazil,Undergraduate,Architecture,,,
Brazil,Undergraduate,Architecture,,,
Brazil,Undergraduate,Architecture,,,
Brazil,Undergraduate,Architecture,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Architecture,Universidade Federal Fluminense,,
Brazil,Undergraduate,Architecture,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Architecture,Universidade de Ribeirão Preto,,
Brazil,Undergraduate,Architecture,IESB,,
Brazil,Undergraduate,Architecture,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Architecture,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Architecture,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Architecture,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Architecture,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Architecture,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Architecture,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Area Studies,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Area Studies,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Area Studies,Fundação Getulio Vargas (FGV),,
Brazil,Undergraduate,Art & Design,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Art & Design,,,
Brazil,Undergraduate,Art & Design,,,
Brazil,Undergraduate,Art & Design,,,
Brazil,Undergraduate,Art & Design,,,
Brazil,Undergraduate,Art & Design,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Art & Design,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Art & Design,Universidade Federal Fluminense,,
Brazil,Undergraduate,Art & Design,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Art & Design,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Art & Design,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Art & Design,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Art & Design,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Art & Design,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Art & Design,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Art & Design,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Art & Design,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Art & Design,IESB,,
Brazil,Undergraduate,Art & Design,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Art & Design,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Art & Design,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Astronomy,Universidade Federal Fluminense,,
Brazil,Undergraduate,Biological Sciences,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Biological Sciences,,,
Brazil,Undergraduate,Biological Sciences,,,
Brazil,Undergraduate,Biological Sciences,,,
Brazil,Undergraduate,Biological Sciences,,,
Brazil,Undergraduate,Biological Sciences,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Biological Sciences,Universidade Federal Fluminense,,
Brazil,Undergraduate,Biological Sciences,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Biological Sciences,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Biological Sciences,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Biological Sciences,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Biological Sciences,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Biological Sciences,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Biological Sciences,Universidade Federal de Lavras,,
Brazil,Undergraduate,Biological Sciences,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Biological Sciences,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Biological Sciences,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Biological Sciences,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Built Environment,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Built Environment,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Built Environment,Universidade Federal Fluminense,,
Brazil,Undergraduate,Built Environment,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Built Environment,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Built Environment,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Built Environment,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Business & Management Studies,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Business & Management Studies,,,
Brazil,Undergraduate,Business & Management Studies,,,
Brazil,Undergraduate,Business & Management Studies,,,
Brazil,Undergraduate,Business & Management Studies,,,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal Fluminense,,
Brazil,Undergraduate,Business & Management Studies,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Business & Management Studies,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Business & Management Studies,Fundação Getulio Vargas (FGV),,
Brazil,Undergraduate,Business & Management Studies,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Business & Management Studies,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal de Lavras,,
Brazil,Undergraduate,Business & Management Studies,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Business & Management Studies,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Business & Management Studies,IESB,,
Brazil,Undergraduate,Business & Management Studies,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Business & Management Studies,FIA - Fundação Instituto de Ad ...,,
Brazil,Undergraduate,Business & Management Studies,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Business & Management Studies,Ibmec Sao Paulo,,
Brazil,Undergraduate,Business & Management Studies,Universidade de Ribeirão Preto,,
Brazil,Undergraduate,Business & Management Studies,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Chemistry,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Chemistry,Universidade Federal Fluminense,,
Brazil,Undergraduate,Chemistry,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Chemistry,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Chemistry,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Chemistry,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Chemistry,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Chemistry,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Chemistry,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Chemistry,Universidade Federal de Lavras,,
Brazil,Undergraduate,Chemistry,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Classics & Ancient History,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Classics & Ancient History,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Classics & Ancient History,Universidade Federal Fluminense,,
Brazil,Undergraduate,Classics & Ancient History,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Classics & Ancient History,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Classics & Ancient History,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Classics & Ancient History,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Classics & Ancient History,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Communication and Media Studies,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Communication and Media Studies,,,
Brazil,Undergraduate,Communication and Media Studies,,,
Brazil,Undergraduate,Communication and Media Studies,,,
Brazil,Undergraduate,Communication and Media Studies,,,
Brazil,Undergraduate,Communication and Media Studies,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal Fluminense,,
Brazil,Undergraduate,Communication and Media Studies,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Communication and Media Studies,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Communication and Media Studies,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Communication and Media Studies,Universidade de Ribeirão Preto,,
Brazil,Undergraduate,Communication and Media Studies,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Communication and Media Studies,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Communication and Media Studies,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Communication and Media Studies,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Communication and Media Studies,IESB,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Computer Science and Information Systems,,,
Brazil,Undergraduate,Computer Science and Information Systems,,,
Brazil,Undergraduate,Computer Science and Information Systems,,,
Brazil,Undergraduate,Computer Science and Information Systems,,,
Brazil,Undergraduate,Computer Science and Information Systems,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal Fluminense,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Computer Science and Information Systems,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Computer Science and Information Systems,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Computer Science and Information Systems,IESB,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Computer Science and Information Systems,Universidade Federal de Lavras,,
Brazil,Undergraduate,Dentistry,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Dentistry,Universidade Federal Fluminense,,
Brazil,Undergraduate,Dentistry,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Dentistry,Universidade de Ribeirão Preto,,
Brazil,Undergraduate,Dentistry,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Dentistry,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Dentistry,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Dentistry,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Dentistry,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Development Studies,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Development Studies,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Development Studies,IESB,,
Brazil,Undergraduate,Earth and Marine Sciences,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Federal Fluminense,,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Earth and Marine Sciences,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Earth and Marine Sciences,Universidade Federal de Lavras,,
Brazil,Undergraduate,Economics and Econometrics,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal Fluminense,,
Brazil,Undergraduate,Economics and Econometrics,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Economics and Econometrics,Ibmec Sao Paulo,,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Economics and Econometrics,Fundação Getulio Vargas (FGV),,
Brazil,Undergraduate,Economics and Econometrics,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Economics and Econometrics,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Economics and Econometrics,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Economics and Econometrics,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Economics and Econometrics,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Economics and Econometrics,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Education and Training,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Education and Training,,,
Brazil,Undergraduate,Education and Training,,,
Brazil,Undergraduate,Education and Training,,,
Brazil,Undergraduate,Education and Training,,,
Brazil,Undergraduate,Education and Training,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade Federal de Minas ...,,
Brazil,Undergraduate,Education and Training,Universidade Federal Fluminense,,
Brazil,Undergraduate,Education and Training,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Pontifícia Universidade Católi ...,#501-550 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade Federal de Santa ...,#751-800 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade Federal do Ceará ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Pontifícia Universidade Católi ...,#801-1000 QS World University Rankings 2018,
Brazil,Undergraduate,Education and Training,Universidade de Caxias do Sul,,
Brazil,Undergraduate,Education and Training,Universidade Estadual de Goiàs,,
Brazil,Undergraduate,Education and Training,Pontifícia Universidade Católi ...,,
Brazil,Undergraduate,Education and Training,UNIVERSIDADE ESTACIO DE SÁ,,
Brazil,Undergraduate,Education and Training,Universidade do Vale do Itajaí ...,,
Brazil,Undergraduate,Education and Training,IESB,,
Brazil,Undergraduate,Education and Training,Universidade Federal do Mato Grosso,,
Brazil,Undergraduate,Education and Training,Universidade Federal de Lavras,,
Brazil,Undergraduate,Education and Training,Universidade Federal de Uberlândia,,
Brazil,Undergraduate,Education and Training,Universidade de Ribeirão Preto,,
Brazil,Undergraduate,Education and Training,Universidade do Estado de Mina ...,,
Brazil,Undergraduate,Education and Training,Universidade Estadual de Feira ...,,
Brazil,Undergraduate,Engineering - Aeronautical,Universidade Anhembi Morumbi,,
Brazil,Undergraduate,Engineering - Aeronautical,,,
Brazil,Undergraduate,Engineering - Aeronautical,,,
Brazil,Undergraduate,Engineering - Aeronautical,,,
Brazil,Undergraduate,Engineering - Aeronautical,,,
Brazil,Undergraduate,Engineering - Aeronautical,UNESP,#491-500 QS World University Rankings 2018,
Brazil,Undergraduate,Engineering - Aeronautical,Universidade de São Paulo,#121 QS World University Rankings 2018,
Brazil,Undergraduate,Engineering - Aeronautical,Universidade Estadual de Campi ...,#=182 QS World University Rankings 2018,
Brazil,Undergraduate,Engineering - Aeronautical,Universidade Federal do Rio de ...,#311 QS World University Rankings 2018,
