Country Name,Course Lavel,University Name,Course,Ranking
Croatia,Undergraduate,Accounting and Finance,Zagreb School of Economics and ...,
Croatia,Undergraduate,Business & Management Studies,Zagreb School of Economics and ...,
Croatia,Undergraduate,Communication and Media Studies,Zagreb School of Economics and ...,
Croatia,Undergraduate,Economics and Econometrics,Zagreb School of Economics and ...,
Croatia,Undergraduate,International Relations/Studies/Affairs,Zagreb School of Economics and ...,
Croatia,Undergraduate,Law and Legal Studies,Zagreb School of Economics and ...,
Croatia,Undergraduate,Library & Information Management,Zagreb School of Economics and ...,
Croatia,Undergraduate,Marketing,Zagreb School of Economics and ...,
Croatia,Undergraduate,Mathematics,Zagreb School of Economics and ...,
Croatia,Undergraduate,Philosophy,Zagreb School of Economics and ...,
Croatia,Undergraduate,Statistics and Operational Research,Zagreb School of Economics and ...,
Croatia,Postgraduate,Accounting and Finance,Zagreb School of Economics and ...,
Croatia,Postgraduate,Business & Management Studies,Zagreb School of Economics and ...,
Croatia,Postgraduate,Communication and Media Studies,Zagreb School of Economics and ...,
Croatia,Postgraduate,Economics and Econometrics,Zagreb School of Economics and ...,
Croatia,Postgraduate,International Relations/Studies/Affairs,Zagreb School of Economics and ...,
Croatia,Postgraduate,Law and Legal Studies,Zagreb School of Economics and ...,
Croatia,Postgraduate,Library & Information Management,Zagreb School of Economics and ...,
Croatia,Postgraduate,Marketing,Zagreb School of Economics and ...,
Croatia,Postgraduate,Mathematics,Zagreb School of Economics and ...,
Croatia,Postgraduate,Philosophy,Zagreb School of Economics and ...,
Croatia,Postgraduate,Statistics and Operational Research,Zagreb School of Economics and ...,

