1 ^^^^^^Harvard University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/harvard-university
2 ^^^^^^Massachusetts Institute of Technology (MIT)^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/massachusetts-institute-technology-mit
3 ^^^^^^Stanford University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/stanford-university
4 ^^^^^^University of Oxford^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/university-oxford
5 ^^^^^^London School of Economics and Political Science (LSE)^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/london-school-economics-political-science-lse
6 ^^^^^^University of Pennsylvania^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-pennsylvania
7 ^^^^^^University of Chicago^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-chicago
8 ^^^^^^University of Cambridge^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/university-cambridge
9 ^^^^^^University of California, Berkeley (UCB)^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-california-berkeley-ucb
=10 ^^^^^^The University of Melbourne^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/university-melbourne
=10 ^^^^^^The University of New South Wales (UNSW Sydney)^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/university-new-south-wales-unsw-sydney
12 ^^^^^^New York University (NYU)^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/new-york-university-nyu
13 ^^^^^^Columbia University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/columbia-university
14 ^^^^^^London Business School^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/london-business-school
15 ^^^^^^Yale University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/yale-university
16 ^^^^^^The Hong Kong University of Science and Technology^^^^^^Hong Kong^^^^^^Accounting & Finance^^^^^^/universities/hong-kong-university-science-technology
17 ^^^^^^National University of Singapore (NUS)^^^^^^Singapore^^^^^^Accounting & Finance^^^^^^/universities/national-university-singapore-nus
18 ^^^^^^The University of Sydney^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/university-sydney
19 ^^^^^^University of California, Los Angeles (UCLA)^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-california-los-angeles-ucla
20 ^^^^^^The University of Manchester^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/university-manchester
21 ^^^^^^The Chinese University of Hong Kong (CUHK)^^^^^^Hong Kong^^^^^^Accounting & Finance^^^^^^/universities/chinese-university-hong-kong-cuhk
22 ^^^^^^Princeton University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/princeton-university
23 ^^^^^^Monash University^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/monash-university
=24 ^^^^^^Peking University^^^^^^China^^^^^^Accounting & Finance^^^^^^/universities/peking-university
=24 ^^^^^^University of Toronto^^^^^^Canada^^^^^^Accounting & Finance^^^^^^/universities/university-toronto
26 ^^^^^^Nanyang Technological University, Singapore (NTU)^^^^^^Singapore^^^^^^Accounting & Finance^^^^^^/universities/nanyang-technological-university-singapore-ntu
27 ^^^^^^The Australian National University^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/australian-national-university
28 ^^^^^^The University of Hong Kong^^^^^^Hong Kong^^^^^^Accounting & Finance^^^^^^/universities/university-hong-kong
=29 ^^^^^^Cornell University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/cornell-university
=29 ^^^^^^Bocconi University^^^^^^Italy^^^^^^Accounting & Finance^^^^^^/universities/bocconi-university
31 ^^^^^^University of Michigan^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-michigan
=32 ^^^^^^The University of Warwick^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/university-warwick
=32 ^^^^^^University of British Columbia^^^^^^Canada^^^^^^Accounting & Finance^^^^^^/universities/university-british-columbia
=34 ^^^^^^Northwestern University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/northwestern-university
=34 ^^^^^^Tsinghua University^^^^^^China^^^^^^Accounting & Finance^^^^^^/universities/tsinghua-university
36 ^^^^^^HEC Paris School of Management^^^^^^France^^^^^^Accounting & Finance^^^^^^/universities/hec-paris-school-management
37 ^^^^^^University of Texas at Austin^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/university-texas-austin
38 ^^^^^^The University of Queensland^^^^^^Australia^^^^^^Accounting & Finance^^^^^^/universities/university-queensland
39 ^^^^^^Imperial College London^^^^^^United Kingdom^^^^^^Accounting & Finance^^^^^^/universities/imperial-college-london
40 ^^^^^^The University of Tokyo^^^^^^Japan^^^^^^Accounting & Finance^^^^^^/universities/university-tokyo
41 ^^^^^^The University of Auckland^^^^^^New Zealand^^^^^^Accounting & Finance^^^^^^/universities/university-auckland
42 ^^^^^^INSEAD^^^^^^France^^^^^^Accounting & Finance^^^^^^/universities/insead
43 ^^^^^^Duke University^^^^^^United States^^^^^^Accounting & Finance^^^^^^/universities/duke-university
44 ^^^^^^Seoul National University^^^^^^South Korea^^^^^^Accounting & Finance^^^^^^/universities/seoul-national-university
