"1021","Derozio Memorial College - [DMC], Kolkata","Kolkata, West Bengal","","","","",""
,""

"1023","Deshabandhu Mahavidyalaya - [DBM], Bardhaman","Bardhaman, West Bengal","","","","",""
,""

"1024","Deshbandhu College, New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"1031","Dev Samaj College For Women - [DSCW], Firozpur","Firozpur, Punjab","","","","",""
,""

"1034","Deva Matha College - [DMC] Kuravilangad, Kottayam","Kottayam, Kerala","","","","",""
,""

"1035","Deva Nagri College - [DN], Meerut","Meerut, Uttar Pradesh","","","","",""
,""

"1037","Devanga Arts College, Virudhunagar","Virudhunagar, Tamil Nadu","","","","",""
,""

"1038","Devaswom Board College Thalayolaparambu, Kottayam","Kottayam, Kerala","","","","",""
,""

"1040","Devchand College, Kolhapur","Kolhapur, Maharashtra","","","","",""
,""

"1046","Devki Devi Jain Memorial College for Women - [DDJMC], Ludhiana","Ludhiana, Punjab","","","","",""
,""

"1047","Devta Mahavidyalaya, Bijnor","Bijnor, Uttar Pradesh","","","","",""
,""

"1051","D.K.M College for Women - [DKM], Vellore","Vellore, Tamil Nadu","","","","",""
,""

"1052","Dhanaji Nana Mahavidyalaya, Jalgaon","Jalgaon, Maharashtra","","","","",""
,""

"1053","Dhanalakshmi Srinivasan College of Arts and Science for Women - [DSCAS], Perambalur","Perambalur, Tamil Nadu","","","","",""
,""

"1054","Dhanraj Baid Jain College - [DBJC], Chennai","Chennai, Tamil Nadu","","","","",""
,""

"1061","Dharma Apparao College - [DAR], Krishna","Krishna, Andhra Pradesh","","","","",""
,""

"1062","Dharmamurthi Rao Bahadur Calavala Cunnan Chettys Hindu College - [DRBCCC], Chennai","Chennai, Tamil Nadu","","","","",""
,""

"1070","Dhemaji Commerce College, Dhemaji","Dhemaji, Assam","","","","",""
,""

"1077","Dhruba Chand Halder College - [DCH], North 24 Parganas","North 24 Parganas, West Bengal","","","","",""
,""

"1081","Dibru College, Dibrugarh","Dibrugarh, Assam","","","","",""
,""

"1085","Digboi College, Dibrugarh","Dibrugarh, Assam","","","","",""
,""

"1087","Digvijay Nath Post Graduate College - [DNPG], Gorakhpur","Gorakhpur, Uttar Pradesh","","","","",""
,""

"1090","Dimapur Government College, Dimapur","Dimapur, Nagaland","","","","",""
,""

"1113","Dodla Kousalyamma Government College for Women, Nellore","Nellore, Andhra Pradesh","","","","",""
,""

"1114","Don Bosco Arts and Science College - [DBASC] Angadikadavu, Kannur","Kannur, Kerala","","","","",""
,""

"1118","Don Bosco College Sulthan Bathery, Wayanad","Wayanad, Kerala","","","","",""
,""

"1135","Dnyanasadhana College, Thane","Thane, Maharashtra","","","","",""
,""

"1136","Dnyanopasak Shikshan Mandal's College of Arts Commerce and Science - [DSM-CACS], Parbhani","Parbhani, Maharashtra","","","","",""
,""

"1137","Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez","Bardez, Goa","","","","",""
,""

"1150","Dr. Bhupendra Nath Dutta Smriti Mahavidyalaya, Bardhaman","Bardhaman, West Bengal","","","","",""
,""

"1154","Dr. G. Shankar Government Women's First Grade College and Post Graduate Study Centre, Udupi","Udupi, Karnataka","","","","",""
,""

"1158","Dr Gour Mohan Roy College, Bardhaman","Bardhaman, West Bengal","","","","",""
,""

"1168","Dr. Kanailal Bhattacharyya College, Howrah","Howrah, West Bengal","","","","",""
,""

"1187","Dr.R.K.Shanmugam College of Arts and Science, Villupuram","Villupuram, Tamil Nadu","","","","",""
,""

"1200","Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore","Coimbatore, Tamil Nadu","","","","",""
,""

"1202","Dr SRK Government Arts College, Yanam","Yanam, Puducherry","","","","",""
,""

