"2525","Lady Shri Ram College for Women - [LSR], New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"2595","Loyola College, Chennai","Chennai, Tamil Nadu","1925","University of Madras","Autonomous","National Assessment and Accreditation Council","250+"
,"19 Undergraduate Courses19 Postgraduate Courses"

"4973","St. Xavier's College, Mumbai","Mumbai, Maharashtra","","","","",""
,""

"25598","Christ University, Bangalore","Bangalore, Karnataka","","","Deemed to be University","",""
,""

"1904","Hindu College, New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"18892","St Joseph's College of Commerce - [SJCC], Bangalore","Bangalore, Karnataka","1972","","","",""
,""

"15968","Narsee Monjee College of Commerce and Economics, Mumbai","Mumbai, Maharashtra","","","","",""
,""

"4897","St Andrew's College of Arts Science and Commerce, Mumbai","Mumbai, Maharashtra","","","","",""
,""

"5066","Symbiosis College of Arts and Commerce, Pune","Pune, Maharashtra","","","","",""
,""

"1859","Hans Raj College - [HRC], New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"3047","Mount Carmel College - [MCC], Bangalore","Bangalore, Karnataka","","","","",""
,""

"4984","Stella Maris College, Chennai","Chennai, Tamil Nadu","","","","",""
,""

"2708","Madras Christian College - [MCC], Chennai","Chennai, Tamil Nadu","","","","",""
,""

"4970","St. Xavier's College - [SXC], Kolkata","Kolkata, West Bengal","","","","",""
,""

"2651","M.O.P. Vaishnav College for Women, Chennai","Chennai, Tamil Nadu","","","","",""
,""

"4840","Sri Venkateswara College, New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"15843","HR College of Commerce and Economics, Mumbai","Mumbai, Maharashtra","","","","",""
,""

"3268","Nizam College, Hyderabad","Hyderabad, Telangana","","","","",""
,""

"2772","Maharani Lakshmi Ammanni College for Women - [MLACW], Bangalore","Bangalore, Karnataka","","","","",""
,""

"1999","Indraprastha College for Women - [IP], New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"15792","Goenka College of Commerce and Business Administration, Kolkata","Kolkata, West Bengal","","","","",""
,""

"1010","Delhi College of Arts and Commerce - [DCAC], New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"1265","Ethiraj College for Women, Chennai","Chennai, Tamil Nadu","","","","",""
,""

"2229","K J Somaiya College of Arts & Commerce - [KJSAC], Mumbai","Mumbai, Maharashtra","","","","",""
,""

"1351","Gargi College, New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"4165","Seshadripuram College, Bangalore","Bangalore, Karnataka","","","","",""
,""

"2177","Jesus and Mary College - [JMC], New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"690","Brihan Maharashtra College of Commerce - [BMCC], Pune","Pune, Maharashtra","","","","",""
,""

"4891","St.Albert's College, Ernakulam","Ernakulam, Kerala","","","","",""
,""

"4712","Sri Bhagawan Mahaveer Jain College (Evening), V V Puram Campus - [SBMJC], Bangalore","Bangalore, Karnataka","","","","",""
,""

"4192","Shaheed Bhagat Singh College, New Delhi","New Delhi, Delhi NCR","","","","",""
,""

"3981","Sacred Heart College - [SH] Thevara, Ernakulam","Ernakulam, Kerala","","","","",""
,""

